group_type,group_id,N,K,M,point_count,exact_odd_passes,phase_passes,min_surplus_after_quarter,min_overshoot_deficit,max_overshoot_share,max_surplus_after_quarter_share,min_phase_slack,max_phase_payment_share_weighted,worst_exact_odd_point,worst_phase_point,read
q_band,0.25<=r<0.30,25,3,50,75,0,0,-0.716964121018267238098215,0.164763058651015132758098,3.11815071977012867905534,-3.9358836536348308676308,-0.912689671632096534534995,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=50,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=50,both_fail_sample
q_band,0.25<=r<0.30,25,3,100,75,0,0,-0.710550688056301961091082,0.175464840522520374578884,3.11815071977012867905534,-4.27955451756385796884493,-0.903790508560161066378592,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=100,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=100,both_fail_sample
q_band,0.25<=r<0.30,25,4,25,75,0,0,-0.692519293173619217308747,0.166789088943716743379125,3.11815071977012867905534,-4.00094642443313036332374,-0.878770472578326285467085,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=25,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=25,both_fail_sample
q_band,0.25<=r<0.30,25,4,50,75,0,0,-0.694244749175939309742042,0.169509202488168681122519,3.11815071977012867905534,-4.08829858531915292451508,-0.881164683982602206584079,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=50,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=50,both_fail_sample
q_band,0.25<=r<0.30,25,4,100,75,0,0,-0.698102309049610287404183,0.166264817534993378498481,3.11815071977012867905534,-3.98411027414221582739034,-0.886517363987077269359085,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=100,late_anchor_fail sigma=0.84 t=34.0 N=25 K=4 M=100,both_fail_sample
q_band,0.25<=r<0.30,25,5,25,75,0,0,-0.693241464176395430989512,0.168998448937545289381613,3.11815071977012867905534,-4.07189653974345945607702,-0.879772543942857916811903,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=25,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=25,both_fail_sample
q_band,0.25<=r<0.30,25,5,50,75,0,0,-0.688466878373293860293791,0.168273971763149811726925,3.11815071977012867905534,-4.04863109671622887767199,-0.873147415417350006082017,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=50,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=50,both_fail_sample
q_band,0.25<=r<0.30,25,5,100,75,0,0,-0.69127344153819708234978,0.168847424969090792898002,3.11815071977012867905534,-4.0670466429378682695243,-0.877041751481090140407074,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=100,late_anchor_fail sigma=0.84 t=34.0 N=25 K=5 M=100,both_fail_sample
q_band,0.25<=r<0.30,50,3,25,75,0,0,-0.701514618890558528847792,0.17513128722417111857498,3.11815071977012867905534,-4.26884297890735740571164,-0.891252223134535056344174,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=25,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=25,both_fail_sample
q_band,0.25<=r<0.30,50,3,50,75,0,0,-0.715789211787180595348894,0.163721312326077661246134,3.11815071977012867905534,-3.90242961170192484765227,-0.911059388926380313964755,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=50,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=50,both_fail_sample
q_band,0.25<=r<0.30,50,3,100,75,0,0,-0.70937577882521531834176,0.17442309419758290306692,3.11815071977012867905534,-4.2461004756309519488664,-0.902160225854444845808351,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=100,late_anchor_fail sigma=0.84 t=34.0 N=50 K=3 M=100,both_fail_sample
q_band,0.25<=r<0.30,50,4,25,75,0,0,-0.691344383942532574559425,0.16574734261877927186716,3.11815071977012867905534,-3.96749238250022434334521,-0.877140189872610064896844,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=25,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=25,both_fail_sample
q_band,0.25<=r<0.30,50,4,50,75,0,0,-0.69306983994485266699272,0.168467456163231209610555,3.11815071977012867905534,-4.05484454338624690453655,-0.879534401276885986013838,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=50,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=50,both_fail_sample
q_band,0.25<=r<0.30,50,4,100,75,0,0,-0.696927399818523644654861,0.165223071210055906986517,3.11815071977012867905534,-3.95065623220930980741181,-0.884887081281361048788844,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=100,late_anchor_fail sigma=0.84 t=34.0 N=50 K=4 M=100,both_fail_sample
q_band,0.25<=r<0.30,50,5,25,75,0,0,-0.69206655494530878824019,0.167956702612607817869648,3.11815071977012867905534,-4.03844249781055343609849,-0.878142261237141696241662,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=25,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=25,both_fail_sample
q_band,0.25<=r<0.30,50,5,50,75,0,0,-0.687291969142207217544469,0.167232225438212340214961,3.11815071977012867905534,-4.01517705478332285769346,-0.871517132711633785511776,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=50,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=50,both_fail_sample
q_band,0.25<=r<0.30,50,5,100,75,0,0,-0.690098532307110439600458,0.167805678644153321386038,3.11815071977012867905534,-4.03359260100496224954577,-0.875411468775373919836834,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=100,late_anchor_fail sigma=0.84 t=34.0 N=50 K=5 M=100,both_fail_sample
q_band,0.25<=r<0.30,100,3,25,75,0,0,-0.702009843757755890431702,0.175680175440975235455908,3.11815071977012867905534,-4.28646965920550494803518,-0.891939388164029094578747,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=25,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=25,both_fail_sample
q_band,0.25<=r<0.30,100,3,50,75,0,0,-0.716284436654377956932803,0.164270200542881778127062,3.11815071977012867905534,-3.9200562920000723899758,-0.911746553955874352199328,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=50,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=50,both_fail_sample
q_band,0.25<=r<0.30,100,3,100,75,0,0,-0.709871003692412679925669,0.174971982414387019947848,3.11815071977012867905534,-4.26372715592909949118993,-0.902847390883938884042924,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=100,late_anchor_fail sigma=0.84 t=34.0 N=100 K=3 M=100,both_fail_sample
q_band,0.25<=r<0.30,100,4,25,75,0,0,-0.691839608809729936143334,0.166296230835583388748088,3.11815071977012867905534,-3.98511906279837188566875,-0.877827354902104103131417,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=25,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=25,both_fail_sample
q_band,0.25<=r<0.30,100,4,50,75,0,0,-0.693565064812050028576629,0.169016344380035326491482,3.11815071977012867905534,-4.07247122368439444686008,-0.880221566306380024248411,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=50,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=50,both_fail_sample
q_band,0.25<=r<0.30,100,4,100,75,0,0,-0.697422624685721006238771,0.165771959426860023867444,3.11815071977012867905534,-3.96828291250745734973535,-0.885574246310855087023417,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=100,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=100,both_fail_sample
q_band,0.25<=r<0.30,100,5,25,75,0,0,-0.6925617798125061498241,0.168505590829411934750576,3.11815071977012867905534,-4.05606917810870097842203,-0.878829426266635734476235,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=25,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=25,both_fail_sample
q_band,0.25<=r<0.30,100,5,50,75,0,0,-0.687787194009404579128379,0.167781113655016457095888,3.11815071977012867905534,-4.032803735081470400017,-0.872204297741127823746349,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=50,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=50,both_fail_sample
q_band,0.25<=r<0.30,100,5,100,75,0,0,-0.690593757174307801184368,0.168354566860957438266966,3.11815071977012867905534,-4.05121928130310979186931,-0.876098633804867958071407,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=100,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=100,both_fail_sample
