sigma,t,N,K,M,q_abs,Q_worst,Q_phase,vertical_tail_upper,K4_norm,tau_norm,rect_norm,C_norm,Cut_exact,V_exact,H_up_qratio,HVec_norm,H_tail,U_current,U_direct_balanced,U_phase_aware,slack_current_Q,slack_direct_Q,slack_phase_Q,slack_current_Qphase,slack_direct_Qphase,slack_phase_Qphase,U_current_over_Q,U_direct_over_Q,U_phase_over_Q,current_pass_Q,direct_pass_Q,phase_pass_Q,current_pass_Qphase,direct_pass_Qphase,phase_pass_Qphase,cos_VVec_minus_K4,cos_tau_minus_K4,cos_rect_minus_K4,cos_C_minus_K4,cos_CutVec_minus_K4,cos_HVec_minus_K4,bottleneck,channel_mode
0.88,31.0,50,6,100,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.0976895833563355132463155,0.101147186622203881771296,0.00350720635755022642773253,0.051764767369674448805691,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.109209733409687553036019,0.0664284337707280691873112,0.0536235032891421262074446,-0.0520353520198655923872349,-0.00925405238090610853852759,0.00355087810067983444133907,-0.0503300160231797383054096,-0.00754871638422025445670233,0.00525621409736568852316433,1.9101165724047308131499,1.16185662452228108640578,0.937893895581143046419302,no,no,yes,no,no,yes,0.770298291018846970256784,-0.999987948419894487627671,-0.944275485030745534065715,-0.946205269935469026519497,0.986575057772593690827342,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,6,200,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.104426953033874398038311,0.101147186622203881771296,0.00354124953401182282461123,0.0452249615781791417027626,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.0978248852240694924496455,0.0599226711556943584812615,0.0472354707959326552558846,-0.0406505038342475318008618,-0.00274828976587239783247788,0.00993891059388930539289903,-0.0389451678375616777190366,-0.00104295376918654375065262,0.0116442465905751594747243,1.71099158130085220465062,1.04806855271654310287969,0.826164964932028014553369,no,no,yes,no,no,yes,0.746452081641690777348234,-0.999987948419894487627671,-0.941920844918258395338627,-0.946205269935469026519497,-0.749995951237506696901122,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,7,25,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.103847387806914695266894,0.101147186622203881771296,0.00365268201968206910196756,0.0453559381952025276975359,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.0981650107028417237070361,0.0601650802583879907533911,0.0473955275577646420948606,-0.0409906293130197630582524,-0.00299069886856603010460746,0.00977885383205731855392302,-0.0392852933163339089764272,-0.00128536287188017602278219,0.0114841898287431726357483,1.71694049531626085301313,1.05230837301369432540181,0.828964413879987768789207,no,no,yes,no,no,yes,0.764926938587013711101799,-0.999987948419894487627671,-0.938167186033141139597042,-0.946205269935469026519497,-0.470944518400628276269448,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,7,50,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.103801881077135323986868,0.101147186622203881771296,0.00329996683319705536390837,0.0471929084520692951021732,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.10101975525863401720927,0.0616493353287697444199692,0.0491366142045235998245136,-0.0438453738688120565604863,-0.0044749539389477837711856,0.00803776718529836082427009,-0.042140037872126202478661,-0.00276961794226192968936033,0.00974310318198421490609536,1.76687097967652518526313,1.07826851520153751587189,0.859416630492320046487712,no,no,yes,no,no,yes,0.70514366334419402798407,-0.999987948419894487627671,-0.952221762945647498005915,-0.946205269935469026519497,-0.950436575215503414122942,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,7,100,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.0978461151143225565276724,0.101147186622203881771296,0.00333832763564831780865543,0.0516494418314902257464491,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.108839489412763018796388,0.0661442295106419375089922,0.0533471464358954246437095,-0.0516651080229410581476043,-0.00896984812081997686020856,0.00382723495392653600507415,-0.049959772026255204065779,-0.00726451212413412277838329,0.00553257095061239008689941,1.90364087493456204726084,1.15688579225129607834094,0.933060317210395725756559,no,no,yes,no,no,yes,0.768587510555561125031458,-0.999987948419894487627671,-0.944575822139365555296105,-0.946205269935469026519497,0.983404492346628497316518,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,7,200,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.104594280337134543001153,0.101147186622203881771296,0.00366422193599656029290333,0.0451061561792957065323502,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.0977404163064904730386383,0.0599268381587956607791412,0.0472497387129043082939244,-0.0405660349166685123898546,-0.00275245676897370013035756,0.00992464267691765235485927,-0.0388606989199826583080294,-0.0010471207722878460485323,0.0116299786736035064366845,1.70951419028190789902959,1.04814143506349656020691,0.826414515808221543018511,no,no,yes,no,no,yes,0.744213397908110589405506,-0.999987948419894487627671,-0.942227285007159312582237,-0.946205269935469026519497,-0.776586085112878921069834,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,8,25,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.103795425868052717169575,0.101147186622203881771296,0.00361452705965718345246534,0.0454045618044047463908254,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.098211755467489763061431,0.0601755489075653237971784,0.0474047309495067418601855,-0.0410373740776678024126474,-0.00300116751774336314839474,0.00976965044031521878859819,-0.0393320380809819483308221,-0.00129583152105750906656947,0.0114749864370010728704235,1.71775807765841734794367,1.0524914733625368691769,0.829125384432154304865436,no,no,yes,no,no,yes,0.765187190548807601650759,-0.999987948419894487627671,-0.938164670037383709531573,-0.946205269935469026519497,-0.46235659942028956938732,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,8,50,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.103749941908397472659352,0.101147186622203881771296,0.00325758707702496306301513,0.0472386904401956807469301,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.101057313587081359222271,0.0616527375607240377638329,0.0491383587972667924762557,-0.0438829321972593985734874,-0.00447835617090207711504928,0.00803602259255516817252791,-0.0421775962005735444916622,-0.00277302017421622303322401,0.00974135858924102225435317,1.76752788802488604836852,1.07832802143267793710653,0.859447144031789722669423,no,no,yes,no,no,yes,0.705512111679496117140384,-0.999987948419894487627671,-0.952219543292783732040169,-0.946205269935469026519497,-0.947548356070466211116933,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,8,100,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.0977971560219580400412374,0.101147186622203881771296,0.00338683611996831835225126,0.0516950211184753983857248,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.108967582053407902318958,0.0662383172819471106918637,0.0534401719481628563888098,-0.0517932006635859416701747,-0.00906393589212515004308007,0.00373420944165910425997382,-0.0500878646669000875883495,-0.00735859989543929596125481,0.00543954543834495834179909,1.90588126018283490836064,1.15853142039834451236054,0.93468736607399728126828,no,no,yes,no,no,yes,0.768808948639636806973692,-0.999987948419894487627671,-0.944573436157629074655147,-0.946205269935469026519497,0.983042932411550344394949,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,31.0,50,8,200,0.271683715631514525213801,0.0571743813898219606487837,0.0588797173865078147306089,0.00055215578730177177384444,0.0594318731738095865044534,0.0592925260646753324941618,0.104541944676941567999478,0.101147186622203881771296,0.00361518109373900653845728,0.045154280584480453873394,0.00557823002175169697694384,0.00326354177296651528809955,0.0,0.0977754035488870486050427,0.059925921721722854365739,0.0472473815088030969494926,-0.040601022159065087956259,-0.00275154033190089371695532,0.00992699988101886369929107,-0.0388956861623792338744338,-0.00104620433521503963513006,0.0116323358777047177811163,1.71012612943273190614621,1.04812540625740318015293,0.826373287481059773884477,no,no,yes,no,no,yes,0.744517948682678749536171,-0.999987948419894487627671,-0.942224850470284936768707,-0.946205269935469026519497,-0.773409989023979618781731,-0.948489802560654533556436,phase_cancellation,zeta_diagnostic
0.88,32.0,25,2,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.159751977542233420417417,0.127532303078348250324351,0.0335399583318318394097063,0.0380750985398791962381387,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.116790948218312565919312,0.0838286257116014110514714,0.0734853062934379318359767,-0.0596165668284906052705283,-0.0266542443217794504026877,-0.0163109249036159711871931,-0.0593547539865995879705781,-0.0263924314798884331027375,-0.0160491120617249538872429,2.0427146805842554567911,1.46619208942633827664106,1.28528380206523058159187,no,no,no,no,no,no,0.996473717981059882135302,-0.999992926253754054636603,-0.978173206187540097509647,-0.989646355058349390607461,-0.896042412344908341765057,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,2,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.159449360085144477995457,0.127532303078348250324351,0.0320457021464911446400786,0.0383197200844646768625716,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.1157238158546116949682,0.0825789910708461969062766,0.0716565896717526330767005,-0.0585494344647897343194161,-0.025404609681024236257493,-0.0144822082819306724279168,-0.058287621622898717019466,-0.0251427968391332189575428,-0.0142203954400396551279667,2.02405016095569959512046,1.4443355409097036750452,1.25329890643134721638099,no,no,no,no,no,no,0.962943429662427456801656,-0.999992926253754054636603,-0.986559095037925108892845,-0.989646355058349390607461,-0.970312254484242010375328,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,2,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.163417288283272799321982,0.127532303078348250324351,0.0370234136291464193590017,0.0343946832522866332750419,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.113848178689347181651823,0.08363166572132342803767,0.0733089236743474981258507,-0.0566737972995252210030393,-0.0264572843315014673888863,-0.016134542284525537477067,-0.0564119844576342037030892,-0.0261954714896104500889362,-0.0158727294426345201771168,1.99124460854445112781729,1.46274719005899601213651,1.28219880814307801240528,no,no,no,no,no,no,0.996726806038533575919284,-0.999992926253754054636603,-0.978622506645925849239161,-0.989646355058349390607461,-0.910557781976990878637786,0.571051723110727312645206,Cut_exact,zeta_diagnostic
0.88,32.0,25,2,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.160724263849636373605626,0.127532303078348250324351,0.0332517589785521822548156,0.0371807811546629045880734,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.114941217316453236242748,0.0826461089731054622465154,0.0716300579589156184407859,-0.0577668359266312755939645,-0.0254717275832835015977317,-0.0144556765690936577920022,-0.0575050230847402582940143,-0.0252099147413924842977815,-0.014193863727202640492052,2.01036223781364396553689,1.44550945658010939805539,1.25283485746060071793965,no,no,no,no,no,no,0.954319281473984673080712,-0.999992926253754054636603,-0.987552214668393645497666,-0.989646355058349390607461,-0.977744480914289929445685,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,3,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.117412589657824143412322,0.127532303078348250324351,0.0101341436035584726962489,0.0804737695822901479224595,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.167415744484550827297671,0.102821482025738996022335,0.0918965971977634268781232,-0.110241363094728866648888,-0.0456471006359170353735512,-0.0347222158079414662293395,-0.109979550252837849348937,-0.045385287794026018073601,-0.0344604029660504489293893,2.92816013772129341142398,1.79838381327975360031594,1.60730374275851155289066,no,no,no,no,no,no,0.968460668276858424580783,-0.999992926253754054636603,-0.990270794147707092874052,-0.989646355058349390607461,0.981002527613760250800424,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,3,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.117190175513979915302647,0.127532303078348250324351,0.01198793646507403157725,0.0815734494558709276402451,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.17118964406021596117727,0.105774954760835334621121,0.0946392885181701480463576,-0.114015262670394000528487,-0.0486005733710133739723378,-0.0374649071283481873975739,-0.113753449828502983228536,-0.0483387605291223566723876,-0.0372030942864571700976238,2.99416696602319007130642,1.85004108815185406829252,1.65527437669867987044731,no,no,no,no,no,no,0.950528449270432719591206,-0.999992926253754054636603,-0.995544670423062614481007,-0.989646355058349390607461,0.796119020367123906317632,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,3,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.120106475721878029092712,0.127532303078348250324351,0.00747050144027377498889241,0.0778283603082725250628103,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.160133059788301498094463,0.0975124305884366754553291,0.0865664072607966351225398,-0.10295867839847953744568,-0.0403380491986147148065455,-0.0293920258709746744737561,-0.102696865556588520145729,-0.0400762363567236975065953,-0.0291302130290836571738059,2.80078342599799395500771,1.70552664004503934540611,1.51407684974457754045776,no,no,no,no,no,no,0.96663941265736401737235,-0.999992926253754054636603,-0.990570890206122491972778,-0.989646355058349390607461,0.968864055004860416429594,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,3,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.118127188969816034305935,0.127532303078348250324351,0.011633099436649216486698,0.0808274324910449250241554,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.169532216871285974227858,0.10467410076758451691448,0.0935012860093560925036049,-0.112357835481464013579074,-0.0474997193777625562656961,-0.0363269046195341318548213,-0.112096022639572996279124,-0.047237906535871538965746,-0.0360650917776431145548711,2.96517798269463519580964,1.83078676538542027244843,1.63537031335508172033749,no,no,no,no,no,no,0.946934895483340748594225,-0.999992926253754054636603,-0.996109564274717012510054,-0.989646355058349390607461,0.734478047444983149828359,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,4,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.12813849483987030735414,0.127532303078348250324351,0.00458105770528278882583424,0.0694532238164330152390186,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.142620127712529417522345,0.0862478503616061794684792,0.0755121578697045622223618,-0.085445746322707456873561,-0.0290734689717842188196956,-0.0183377764798826015735782,-0.0851839334808164395736108,-0.0288116561298932015197454,-0.018075963637991584273628,2.49447609656023831320024,1.5085051777571100144724,1.32073414760456063892239,no,no,no,no,no,no,0.980909307166526418226344,-0.999992926253754054636603,-0.983924663506556456398452,-0.989646355058349390607461,0.0290879278762149491617974,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,4,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.127895762661776332194601,0.127532303078348250324351,0.00128527283227235830076116,0.0701573479328799525906698,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.140553785585599296667785,0.0836561896050426862950574,0.0726557678640412335078235,-0.0833794041957773360190015,-0.0264818082152207256462737,-0.0154813864742192728590399,-0.0831175913538863187190514,-0.0262199953733297083463235,-0.0152195736323282555590897,2.45833504742773356038407,1.4631761213936798350102,1.27077488374846203899904,no,no,no,no,no,no,0.961596619939894507418622,-0.999992926253754054636603,-0.990985688640720027772763,-0.989646355058349390607461,-0.413135272600182156745486,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,4,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.131078473478651353506021,0.127532303078348250324351,0.00558258652657122073643691,0.0665193743362115361437689,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.138498980179894659804331,0.0843155297026731322838322,0.0735672512697788263274319,-0.0813245987900726991555471,-0.0271411483128511716350486,-0.0163928698799568656786482,-0.0810627859481816818555969,-0.0268793354709601543350984,-0.016131057038065848378698,2.42239577959911078938776,1.47470821114441949149662,1.28671704846596001964963,no,no,no,no,no,no,0.979925407211131286997128,-0.999992926253754054636603,-0.984310471917320158489282,-0.989646355058349390607461,-0.503357212810652400619304,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,4,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.128918374412572891837988,0.127532303078348250324351,0.00245960786915174663426297,0.0692683599053000682507203,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.14017589445051416274312,0.0839415366143421902886097,0.0728978834103198394583786,-0.0830015130606922020943367,-0.026767155224520229639826,-0.015723502020497878809595,-0.0827397002188011847943865,-0.0265053423826292123398758,-0.0154616891786068615096448,2.45172559882681865564293,1.46816694074953736509886,1.27500956964086955615686,no,no,no,no,no,no,0.957798896426819932764862,-0.999992926253754054636603,-0.991796405902811928525189,-0.989646355058349390607461,-0.670392026395423723522918,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,5,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.125504638834731070444915,0.127532303078348250324351,0.0033563842152429866699936,0.07215039827475979270694,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.146104881857827311899011,0.08772035132989315478056,0.0769046218746888249645906,-0.088930500468005351250227,-0.0305459699400711941317764,-0.0197302404848668643158069,-0.0886686876261143339502768,-0.0302841570981801768318262,-0.0194684276429758470158567,2.55542566978847164099315,1.53425973657336169717423,1.34508883183787611606617,no,no,no,no,no,no,0.975868369507637038303168,-0.999992926253754054636603,-0.986391010702945673436311,-0.989646355058349390607461,0.719593226132086144416415,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,5,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.125266895958296306114625,0.127532303078348250324351,0.00378938365137914312991053,0.0730433594136489479110667,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.148097044755483135142141,0.0890463119049184664446036,0.0779798725118595905960733,-0.0909226633656611744933571,-0.03187193051509650579582,-0.0208054911220376299472896,-0.0906608505237701571934069,-0.0316101176732054884958698,-0.0205436782801466126473395,2.59026929816239337552474,1.55745125247249752631114,1.363895342919116761397,no,no,no,no,no,no,0.956140965295899148890284,-0.999992926253754054636603,-0.992809711952926805116167,-0.989646355058349390607461,0.487068127667388384137764,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,5,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.128384186918256950972557,0.127532303078348250324351,0.0025722581458422199447193,0.0692922081987304857900536,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.140330185271363772386218,0.0840780351844630811383993,0.0732451109075466103464558,-0.0831558038815418117374341,-0.0269036537946411204896156,-0.0160707295177246496976721,-0.0828939910396507944374839,-0.0266418409527501031896654,-0.0158089166758336323977219,2.45442419944302184391848,1.47055434865501563899933,1.28108270045201609271489,no,no,no,no,no,no,0.974472529292194962427203,-0.999992926253754054636603,-0.986746021679573178021713,-0.989646355058349390607461,-0.182993606311846338049202,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,5,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.126268488170006447427727,0.127532303078348250324351,0.00403849640440943531963555,0.0722039558991013153796475,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.146880508856678512221522,0.0884560211434011261029095,0.0773472616463767154293566,-0.089706127466856551572738,-0.0312816397535791654541258,-0.020172880256554754780573,-0.0894443146249655342727879,-0.0310198269116881481541756,-0.0199110674146637374806228,2.56899165826087644233344,1.54712685984824392282395,1.35283075682119894536924,no,no,no,no,no,no,0.952221365274319816670966,-0.999992926253754054636603,-0.993532047667024627784922,-0.989646355058349390607461,0.188210960269315190456503,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,6,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.126111082782641495364524,0.127532303078348250324351,0.00360259955364643902001122,0.071514486451120938032081,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.145240757185914687176698,0.0873306548446577524557186,0.0765418547748016773958163,-0.0880663757960927265279139,-0.030156273454835791806935,-0.0193674733849797167470326,-0.0878045629542017092279637,-0.0298944606129447745069848,-0.0191056605430886994470825,2.54031182594955160993788,1.52744380825437554524907,1.33874390792145003551961,no,no,no,no,no,no,0.977641445613110744842112,-0.999992926253754054636603,-0.985562968876275617619232,-0.989646355058349390607461,0.533355347884083248732252,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,6,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.125872191122146545520935,0.127532303078348250324351,0.00293162577025766513094215,0.0723407110683769488239445,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.146012420912861682175672,0.087485905678524989358513,0.0764432626775463457117188,-0.0888380395230397215268887,-0.0303115242887030287097293,-0.0192688812877243850629351,-0.0885762266811487042269385,-0.0300497114468120114097792,-0.019007068445833367762985,2.55380849540515440604971,1.53015919983524316553536,1.33701949753241375290065,no,no,no,no,no,no,0.95817573027355101667533,-0.999992926253754054636603,-0.992203474826069794635542,-0.989646355058349390607461,0.450621457800520088555307,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,6,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.129004544969456186610569,0.127532303078348250324351,0.0034042440864306564246744,0.0686367153654361688347527,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.140017641589720388249282,0.0842545282917572006630535,0.0734501376061646755738187,-0.0828432601998984276004984,-0.0270801469019352400142698,-0.016275756216342714925035,-0.0825814473580074103005482,-0.0268183340600442227143197,-0.0160139433744516976250849,2.44895770074122701565234,1.4736412750546345141591,1.2846686893798222021096,no,no,no,no,no,no,0.97639676171765693963624,-0.999992926253754054636603,-0.985928615803269658025962,-0.989646355058349390607461,-0.287110305714690950129158,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,6,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.126878623071580371219119,0.127532303078348250324351,0.00327953278332823363889238,0.0714858731508141318947085,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.144867729884942975422161,0.0869789747740327409372273,0.0758939854359394495654778,-0.0876933484951210147733769,-0.0298045933842107802884436,-0.0187196040461174889166941,-0.0874315356532299974734267,-0.0295427805423197629884935,-0.0184577912042264716167439,2.53378744751459547528366,1.52129280037154051174624,1.32741244576806047741164,no,no,no,no,no,no,0.954328521265152427746617,-0.999992926253754054636603,-0.992956326341704686466225,-0.989646355058349390607461,0.0692011491354690449878691,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,7,25,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.125980898342528983511801,0.127532303078348250324351,0.00347567014208635231851689,0.071653199481058477681947,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.145356029006296612494253,0.0873424384630352054040903,0.0765450067517208346943779,-0.088181647616474651845469,-0.0301680570732132447553066,-0.0193706253618988740455942,-0.0879198347745836345455188,-0.0299062442313222274553564,-0.019108812520007856745644,2.54232797055102946198591,1.52764990787611190982357,1.33879903710418078921961,no,no,no,no,no,no,0.977075401271564491289465,-0.999992926253754054636603,-0.985826915591553044969335,-0.989646355058349390607461,0.580181195217003534083287,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,7,50,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.125742253289837113795713,0.127532303078348250324351,0.0031676333309574268001504,0.072501636873556824521931,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.146529414537259833253975,0.0878828390444046267257078,0.0768322090126530113923296,-0.0893550331474378726051911,-0.0307084576545826660769242,-0.0196578276228310507435459,-0.0890932203055468553052409,-0.030446644812691648776974,-0.0193960147809400334435957,2.56285089537225199463852,1.53710170373700463601631,1.34382230546232875723545,no,no,no,no,no,no,0.95749078159429553847099,-0.999992926253754054636603,-0.992397438808844016021401,-0.989646355058349390607461,0.450048547243274737956288,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,7,100,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.128871373609031314683296,0.127532303078348250324351,0.00316437442832864373558708,0.068780191726898503559109,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.140028290224790850760446,0.0841581349951175226983225,0.0733445733959846553189442,-0.0828539088349688901116621,-0.0269837536052955620495389,-0.0161701920061626946701605,-0.0825920959930778728117119,-0.0267219407634045447495887,-0.0159083791642716773702103,2.44914394910651948481327,1.47195532246019441661252,1.28282233428836488501038,no,no,no,no,no,no,0.975780666827445681742266,-0.999992926253754054636603,-0.98618920684116805419465,-0.989646355058349390607461,-0.277994545292479701902605,0.571051723110727312645206,V_exact,zeta_diagnostic
0.88,32.0,25,7,200,0.271683715631514525213801,0.0571743813898219606487837,0.0574361942317129779487338,0.00055215578730177177384444,0.0579883500190147497225783,0.0582182305365428047065078,0.126747646299814094065287,0.127532303078348250324351,0.0035002460627246603457493,0.0716514223473997725764672,0.0061067844199451877018132,0.00350803885170383056949761,0.0,0.145377501945465495443047,0.0873652372500148083258429,0.0762722032133318437862783,-0.0882031205556435347942629,-0.0301908558601928476770592,-0.0190978218235098831374946,-0.0879413077137525174943127,-0.029929043018301830377109,-0.0188360089816188658375444,2.54270353979457715881038,1.52804866666327145929934,1.33402760745758815102091,no,no,no,no,no,no,0.95361258043589917480732,-0.999992926253754054636603,-0.993140661700739568193848,-0.989646355058349390607461,0.0953183211970197822852702,0.571051723110727312645206,V_exact,zeta_diagnostic
