window,split,sigma,t,delta,r_vertical,full_re,full_im,full_abs,main_re,main_im,main_abs,rest_re,rest_im,rest_abs,phase_gap_main_rest,tilt_main_re,tilt_main_im,tilt_abs,tilt_projection_on_main,tilt_orthogonal_to_main,tilted_main_abs,tilted_rest_abs,tail_upper,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,surplus_full_tilted,branch_mass,branch_defect,branch_abs_defect,curvature_mean_all,curvature_abs_mean_all,curvature_weighted_mean_main,curvature_weighted_abs_mean_main,curvature_min_all,curvature_max_all,half_disk_distance_proxy
t1429,core,0.737,14.339999999999998,0.237,0.29999284559330386,0.04765114768920626,-0.016493917836356366,0.0504250057183043,0.02699586421844873,-0.004452223656903966,0.02736053691710044,0.02065528347075753,-0.0120416941794524,0.023909059662998184,-0.36436245554222046,0.008938683737166709,-0.0028501059479833124,0.009382066449765662,0.009283326652400356,-0.0013575776709461814,0.036669002637552586,0.0309184567074212,0.0,0.0034514772541022545,-0.005930589195663407,0.012759942974554402,0.005750545930131388,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.74,14.239999999999998,0.24,0.29936967615473214,0.03767718139159718,-0.017981975077502085,0.04174831044848669,0.014689406097128857,-0.0225235433895326,0.026890307887908686,0.022987775294468327,0.004541568312030515,0.02343210736834841,1.1879427094301465,0.005596163950905457,-0.00811981832720418,0.009861465440400561,0.009858251023896529,0.0002517685088681996,0.036749421348865836,0.030405504451784582,0.0,0.003458200519560275,-0.0064032649208402865,0.013317313980517425,0.0063439168970812546,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.249999999999998,0.24,0.29936967615473214,0.038572771758034995,-0.01767912229260199,0.04243123950739878,0.015321618869583975,-0.020548071252518427,0.02563152818275504,0.023251152888451018,0.0028689489599164376,0.023427483406817936,1.0528556077481805,0.005766513503772066,-0.00754777362726524,0.009498503288288438,0.009497853997087096,0.00011105929786808192,0.03512955773284163,0.030399504398507856,0.0,0.002204044775937105,-0.007294458512351333,0.011702074326023697,0.004730053334333777,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.259999999999998,0.24,0.29936967615473214,0.03949348927816033,-0.017415538439734285,0.0431629085501664,0.016100251539500114,-0.01859756401467357,0.024598526112656772,0.023393237738660214,0.0011820255749392834,0.02342308170069188,0.9077330405267074,0.00598024290483234,-0.006982955614467452,0.009193746478689743,0.009193615017870223,-4.916520732319105e-05,0.033792176896481015,0.0303937927438481,0.0,0.0011754444119648905,-0.008018302066724853,0.010369095195789133,0.003398384152632914,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.269999999999998,0.24,0.29936967615473214,0.04043818906667731,-0.017192113708108293,0.043941050382812485,0.017024847574908554,-0.01668167654052557,0.023835347011352506,0.023413341491768755,-0.000510437167582721,0.023418904882855435,0.753419698098517,0.006237218060053141,-0.006428235459970443,0.008956846557660486,0.008953988852429332,-0.00022623856445302352,0.03279011635044828,0.030388372904237567,0.0,0.00041644212849707013,-0.008540404429163416,0.009371211467592847,0.0024017434462107155,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.279999999999998,0.24,0.29936967615473214,0.04140569911560768,-0.017009712079278472,0.0447634027333958,0.01809429242393392,-0.01481006188049574,0.02338250096176509,0.02331140669167376,-0.0021996501987827325,0.023414955540030757,0.5918353896421418,0.00653710906405594,-0.00588648379472377,0.008796845251617644,0.008787064848475542,-0.0004147019768380687,0.032172238687243955,0.030383248236206365,0.0,-3.245457826566572e-05,-0.00882929982988331,0.008757283147213198,0.00178899045103759,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.29,0.24,0.29936967615473214,0.04239482046897746,-0.016869170441739245,0.04562772966069295,0.019306813809443515,-0.012992325175403208,0.02327130363636586,0.023088006659533946,-0.003876845266336037,0.023411236206783186,0.4259690608267843,0.006879390288404799,-0.00536055699131586,0.00872132914167007,0.008700209070229805,-0.0006065839856397677,0.03197726643851289,0.030378422028606498,0.0,-0.00013993257041732682,-0.008861261712087396,0.008566030231729704,0.0015988444099063921,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.299999999999999,0.24,0.29936967615473214,0.04340432744275977,-0.016771297653892462,0.04653183926897547,0.020659985290473304,-0.011237977660712896,0.023518655023305548,0.02274434215228647,-0.0055333199931795665,0.0234077493597141,0.25953843872862004,0.007263341442098058,-0.0048532834755294196,0.008735587524508356,0.008699545889413744,-0.0007927109916801038,0.032227951544717776,0.030373897495076158,0.0,0.0001109056635914471,-0.00862468186091691,0.008820202185003675,0.001854054049641618,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.309999999999999,0.24,0.29936967615473214,0.04443296789777852,-0.01671687355978567,0.04747359790261191,0.022150733076034157,-0.009556391002689376,0.024124253041327433,0.022282234821744365,-0.007160482557096294,0.023404497411861624,0.09636990781421306,0.007688049599978124,-0.004367450136694707,0.0088419866177369,0.00878920459805305,-0.0009646812332587021,0.03292759182905873,0.03036967776677319,0.0,0.0007197556294658083,-0.008122230988271091,0.009523094417197106,0.0025579140622855392,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.319999999999999,0.24,0.29936967615473214,0.045479463572676064,-0.016706647963010388,0.048450941095280364,0.02377534606042095,-0.007956752197096137,0.0250714376496197,0.021704117512255115,-0.008749895765914251,0.023401482707301757,-0.060266548966515114,0.008152412189870025,-0.003905788905480359,0.009039746207041148,0.00897051930725002,-0.0011165996802656943,0.03406026465398265,0.03036576588537122,0.0,0.0016699549423179437,-0.007369791264723204,0.010658781946680896,0.0036944987686114324,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.329999999999998,0.24,0.29936967615473214,0.0465425104834287,-0.016741339564918054,0.0494618816112768,0.02552948903282649,-0.006448019258276436,0.026331193718331716,0.02101302145060221,-0.010293320306641618,0.023398707515984496,-0.20810085580836782,0.008655140924401663,-0.0034709635669247746,0.009325183778573571,0.009241592608160888,-0.0012458003728357458,0.035594594331151704,0.030362164796356766,0.0,0.0029324862023472203,-0.006392697576226351,0.012195886815167208,0.005232429534794938,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.74,14.339999999999998,0.24,0.29936967615473214,0.047620779395016764,-0.01682163487415319,0.05050451494696469,0.02740821899792353,-0.005038877922599347,0.0278675574702376,0.020212560397093234,-0.011782756951553841,0.02339617402879223,-0.3459674137151992,0.009194766658655934,-0.0030655568753674154,0.009692335779534426,0.00959750941074236,-0.0013524740196968897,0.037489470820088355,0.03035887734261897,0.0,0.004471383441445369,-0.005220952338089058,0.014093296791296124,0.0071305934774693845,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1429,core,0.75,14.239999999999998,0.25,0.29730177875068026,0.037986395540413616,-0.018845632310494534,0.04240429345402551,0.016602582915697443,-0.023074800903496624,0.028426962486495407,0.021383812624716173,0.00422916859300209,0.021798011591817407,1.1423496684318382,0.006467446748085551,-0.008691601120617305,0.010833826539096808,0.010832437212561427,0.00017349788227166967,0.03925978306416704,0.02860989211214542,0.0,0.006628950894678,-0.0042048756444188085,0.017461771472349633,0.01064989095202162,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.249999999999998,0.25,0.29730177875068026,0.03884372525411574,-0.018568016751044,0.04305352758699662,0.017214558725361973,-0.021241057827285758,0.02734087726703431,0.021629166528753765,0.002673041076241757,0.021793714537082426,1.012684672170951,0.00664006767442689,-0.008135130046520255,0.01050099231476557,0.010500928696190605,3.655286973976504e-05,0.03784182361713889,0.028604252227022144,0.0,0.005547162729951885,-0.004953829584813685,0.016048109080056466,0.009237571390116748,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.259999999999998,0.25,0.29730177875068026,0.0397252926088122,-0.018328551511956115,0.04374968198035476,0.01796363415856808,-0.019432130071788768,0.0264631787831657,0.021761658450244116,0.0011035785598326533,0.021789622854533383,0.8753156971467297,0.0068553284034886305,-0.0075862009252755025,0.010224772466824327,0.010224117700474595,-0.00011571190591693533,0.03668747896113463,0.02859888189289726,0.0,0.004673555928632316,-0.005551216538192011,0.01489785610660125,0.008088597068237374,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.269999999999998,0.25,0.29730177875068026,0.040629978424758705,-0.018128099995343473,0.04449070865065571,0.0188493329196312,-0.01765703788079008,0.025827666139989273,0.021780645505127504,-0.00047106211455339234,0.02178573887055012,0.7311256673496381,0.007113081966247403,-0.007047630359093854,0.010013242668435405,0.010009310360663347,-0.0002805972930958701,0.0358380749978179,0.028593784163144165,0.0,0.004041927269439152,-0.005971315398996252,0.014052336127267782,0.007244290834673737,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.279999999999998,0.25,0.29730177875068026,0.041556637239799035,-0.01796749957665227,0.04527455289362062,0.01987056516584754,-0.015924798409332728,0.025464456883822987,0.021686072073951495,-0.002042701167319541,0.021782064871255606,0.5816931370840089,0.0074129896766617865,-0.00652223398523237,0.00987380129962186,0.009863377686910237,-0.00045357767777483207,0.03533074621582269,0.028588962038299272,0.0,0.0036823920125673808,-0.006191409287054479,0.013548681344567083,0.006741784177523417,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.29,0.25,0.29730177875068026,0.042504097533652974,-0.017847560758834268,0.04609917279290991,0.02102562781767777,-0.014244382783034045,0.02539644593239578,0.021478469715975203,-0.0036031779758002227,0.021778603097199686,0.42923949886845664,0.007754521229216246,-0.006012813056902621,0.009812569508116827,0.009792413029647392,-0.0006286234233752845,0.035194473464721446,0.02858441845908386,0.0,0.0036178428351960924,-0.006194726672920734,0.01341587036752176,0.006610055005637584,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.299999999999999,0.25,0.29730177875068026,0.043471161993744796,-0.017769066282369492,0.04696255574001102,0.02231220791121309,-0.01262467325123063,0.0256362438078112,0.021158954082531704,-0.005144393031138863,0.021775355738208164,0.27640407337573947,0.008136955747189777,-0.0055221410535242895,0.009833823805963938,0.009801306179145838,-0.0007990543344358258,0.03544655747611409,0.028580156299644954,0.0,0.003860888069603035,-0.005972935736360903,0.013671201737905925,0.006866401176469136,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.309999999999999,0.25,0.29730177875068026,0.04445660782936446,-0.01773277019505248,0.04786273204158378,0.02372738897948483,-0.011074420650154605,0.02618457142136088,0.020729218849879633,-0.006658349544897874,0.021772324928409612,0.12588734458982953,0.008559383777447626,-0.005052950387886954,0.009939585417515183,0.009893242943082341,-0.0009586982534833303,0.0360905498940714,0.02857617836102561,0.0,0.004412246492951268,-0.005527338924563915,0.014318224965661788,0.00751437153304579,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.319999999999999,0.25,0.29730177875068026,0.045459187140437965,-0.01773939688632997,0.048797785783374376,0.02526766043382775,-0.009602202390920212,0.027030666927684528,0.020191526706610216,-0.008137194495409757,0.021769512741443717,-0.01992629439923349,0.009020710222759746,-0.00460791927733932,0.010129468544276028,0.01006924531351184,-0.0011029196733204926,0.03711630261906847,0.028572487364878236,0.0,0.0052611541862408115,-0.004868314358035216,0.01534678987762475,0.008543815254190231,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.329999999999998,0.25,0.29730177875068026,0.04647762734662198,-0.017789640091665226,0.04976586318313434,0.02692892990131268,-0.008216381184488827,0.02815450559677144,0.0195486974453093,-0.0095732589071764,0.021766921185874557,-0.15924301917075173,0.009519658197899874,-0.0041896588453084575,0.010400823690694581,0.01032793992429639,-0.0012291421256463153,0.03850207012157907,0.028569085947442965,0.0,0.006387584410896884,-0.004013239279797697,0.016735148935704516,0.009932984174136107,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.75,14.339999999999998,0.25,0.29730177875068026,0.047510631681678836,-0.017884161873128093,0.05076517870249639,0.028706538459230692,-0.0069250647121908634,0.029530016450712012,0.018804093222448144,-0.01095909716093723,0.021764552200800792,-0.2909654683332895,0.010054773791080319,-0.003800700518330642,0.010749130216898226,0.01066568479903488,-0.0013367752943074618,0.04021792345641896,0.028565976653786906,0.0,0.00776546424991122,-0.002983665966987006,0.01845337125561817,0.011651946802632054,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
