sigma,t,r,main_base,main_seeded_oriented,seed_prefix_norm_tax,defect,tail_without_tilt,tilt_tail_upper,tail_upper,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,oriented_gain_vs_no_tilt,norm_tax_total,coverage_no_tilt,coverage_norm_only,coverage_oriented,seed_abs,horizontal_delta_abs,vertical_rectangular_residual_abs,target_rect_abs,central_ref_abs
0.85,32.846000000000004,0.27739236801696127,0.0637765598168704,0.06360673880504991,0.005314359734363491,0.014623315949440852,0.0007175670618885909,5.253568069405395e-05,0.0007701027425826449,0.04843567680554096,0.04306878139048341,0.04821332011302642,-0.0002223566925145387,0.005366895415057546,0.24054108680963093,0.32469262195778226,0.2420092427502567,0.006411783886836506,0.06907301212081969,0.00512170011185439,0.06822438300344402,0.06822438300428275
0.85,32.847,0.27739236801696127,0.06378243137707985,0.06349333985431259,0.00515702239404864,0.014622914283161804,0.0007175646695512244,5.097561227092976e-05,0.0007685402818221542,0.04844195242436683,0.04323395441804726,0.048101885289328634,-0.00034006713503819536,0.00520799800631957,0.24051260858998252,0.32216515606861407,0.2424105362908948,0.006221383354367871,0.06907111485621452,0.0051278383606117,0.06819467389529445,0.06819467389602815
0.85,32.848,0.27739236801696127,0.06378830579621138,0.06338097309185618,0.005001687826250096,0.014622512534120837,0.0007175622767209081,4.943562381379415e-05,0.0007669979005347022,0.048448230985369635,0.04339710753530575,0.04799146265720065,-0.00045676832816898827,0.00505112345006389,0.2404841235296274,0.3196698518071747,0.24280962698934858,0.006033433506856066,0.06906921720068468,0.005137212672132948,0.06816541594499116,0.06816541594561966
0.85,32.849000000000004,0.27739236801696127,0.06379418307454458,0.06326965364282572,0.004848588198568749,0.014622110702329787,0.0007175598833978072,4.791800446637224e-05,0.0007654778878641794,0.04845451248881699,0.04355800628578187,0.047882065052631755,-0.0005724474361852375,0.004896506203035122,0.24045563163341915,0.3172103758287241,0.24320646161682916,0.005848213725754944,0.06906731915428607,0.0051498105322543225,0.06813661053473587,0.06813661053525896
0.85,32.85,0.27739236801696127,0.06380006321237999,0.06315939661188871,0.004697982476548521,0.014621708787803684,0.0007175574895819964,4.642530733947112e-05,0.0007639827969214676,0.04846079693499432,0.04371638915110633,0.04777370502716356,-0.0006870919078307558,0.004744407783887992,0.24042713290618176,0.3147908175955626,0.24360099066920232,0.005666035608716193,0.06906542071708967,0.005165613490100191,0.06810825903884765,0.06810825903926523
0.85,32.851,0.27739236801696127,0.06380594621003903,0.0630502170796513,0.004550159574179205,0.014621306790554917,0.0007175550952733777,4.496038051855889e-05,0.0007625154757919365,0.048467084324210735,0.043871964369512975,0.04766639481330445,-0.0008006895109062828,0.0045951199546977635,0.24039862735261697,0.3124157390426679,0.24399316891982276,0.005487246753948719,0.06906352188915403,0.005184597344484177,0.06808036282366149,0.06808036282397352
0.85,32.852,0.27739236801696127,0.06381183206786421,0.06294213009899449,0.004405441728322444,0.014620904710598738,0.0007175527004720909,4.35264002663985e-05,0.0007610791007384894,0.04847337465679338,0.04402440652820454,0.047560146287657264,-0.0009132283691361195,0.004448968128588843,0.24037011497739638,0.3100902277592601,0.24438295601284327,0.005312234812476256,0.06906162267055115,0.005206732379408219,0.06805292324740031,0.06805292324760669
0.85,32.853,0.27739236801696127,0.06381772078621885,0.06283515069137591,0.0042641880325649025,0.014620502547949202,0.0007175503051783158,4.212690578211881e-05,0.0007596772109604346,0.04847966793309133,0.04417335299474431,0.04745497093246627,-0.0010246970006250605,0.004306314938347021,0.2403415957850958,0.3078199526630016,0.24477031708655644,0.005141431730352363,0.06905972306134746,0.00523198364376926,0.06802594166008044,0.0680259416601812
0.85,32.854,0.27739236801696127,0.06382361236548734,0.06272929384305685,0.00412679802067155,0.01462010030261838,0.0007175479093921884,4.076583443077852e-05,0.0007583137438229669,0.04848596415347677,0.044318400298374444,0.04735087979661551,-0.0011350843568612642,0.004167563855102328,0.24031306978018083,0.3056112204275726,0.2451552234099236,0.0049753180482973,0.06905782306159998,0.0052603112695123536,0.06799941940339406,0.06799941940338909
0.85,32.855,0.27739236801696127,0.06382950680607495,0.0626245745012603,0.003993715127646795,0.014619697974619426,0.0007175455131135576,3.944755574424835e-05,0.0007569930688578059,0.048492263318341965,0.04445910063495092,0.047247883457783066,-0.0012443798605588988,0.004033162683391043,0.24028453696705152,0.30347102994191477,0.24553765300501612,0.004814427051378879,0.06905592267137084,0.005291670822011015,0.06797335781058994,0.06797335781047929
0.85,32.856,0.27739236801696127,0.0638354041084081,0.06252100757029885,0.0038654297747744283,0.014619295563967169,0.0007175431163426644,3.81769016892062e-05,0.0007557200180318706,0.048498565428098266,0.044594958751634634,0.047145991988299815,-0.0013525734397984504,0.0039036066764636347,0.240255997350062,0.30140712078987536,0.24591759121462198,0.004659348463108397,0.06905402189073002,0.005326013676110179,0.06794775820637938,0.0679477582061629
0.85,32.857,0.27739236801696127,0.06384130427293397,0.06241860790762556,0.0037424817224039797,0.014618893070672741,0.0007175407190795651,3.6959189686626225e-05,0.0007544999087661914,0.04850487048318167,0.04472542957109106,0.04704521492818663,-0.0014596555549950402,0.003779440912090606,0.24022745093342823,0.29942801011894804,0.24629503115786078,0.004510731254883408,0.06905212071973019,0.005363287411091898,0.0679226219068108,0.06792262190648857
0.85,32.858,0.27739236801696127,0.06384720730012103,0.062317390319838704,0.0036254612127631747,0.014618490494748585,0.0007175383213242903,3.580023367009246e-05,0.0007533385549943828,0.04851117848404815,0.044849917037614886,0.046945561270095734,-0.0015656172139524166,0.003661261446433267,0.24019889772130731,0.29754301034980635,0.2466699739967987,0.004369284995613669,0.06905021915843007,0.005403436217975275,0.06789795021917285,0.06789795021874467
0.85,32.859,0.27739236801696127,0.06385311319045855,0.06221736955862295,0.003515008293015915,0.014618087836207468,0.0007175359230770857,3.470633716983565e-05,0.0007522422602469214,0.048517489431174,0.04496777480098825,0.04684703946216856,-0.0016704499690054428,0.0035497146301857506,0.24017033771778767,0.29576221809483055,0.24704242891483918,0.004235779007653618,0.06904831720688999,0.0054464013127161716,0.06787374444187085,0.06787374444133715
0.85,32.86,0.27739236801696127,0.06385902194445689,0.062118560316659605,0.003411809584025858,0.014617685095063032,0.0007175335243377869,3.3684261182126014e-05,0.0007512177855199129,0.04852380332505607,0.04507830947984809,0.04674965743607666,-0.0017741458889794087,0.003445493845207984,0.24014177092688702,0.29409646268844886,0.24741241268692366,0.004111038445381606,0.06904641486517436,0.005492121349359095,0.06785000586433251,0.0678500058636931
0.86,32.82,0.27547627896915267,0.06282052989785396,0.06726975716179401,0.008988681754627643,0.01310202946562038,0.0006790777809506264,8.630720420902752e-05,0.0007653849851596539,0.04903942265128296,0.03996443369244629,0.053402342711013975,0.004362920059731018,0.00907498895883667,0.21937266796346763,0.36383163660942747,0.2061463432583351,0.010858324720507509,0.06290729936957669,0.006960295696667597,0.0693868641747199,0.06938686417780464
0.86,32.821,0.2754762789691527,0.06282622661561472,0.06714789516116239,0.008815412726215856,0.013101671660334687,0.0006790757084634038,8.463584084253887e-05,0.0007637115493059427,0.04904547924681663,0.04014543067975824,0.05328251195152176,0.004237032704705129,0.008900048567058396,0.21934704837697586,0.3610084061648776,0.2064902135258622,0.010648050197938779,0.06290558142471309,0.006906878212476796,0.06934866028631953,0.0693486602893172
0.86,32.822,0.27547627896915267,0.06283192620080921,0.06702665342986074,0.008641808472646695,0.013101313781005774,0.0006790736355471988,8.296155859224682e-05,0.0007620351941394456,0.049051538784256235,0.04032676875301729,0.05316330445471551,0.004111765670459275,0.008724770031238942,0.21932142224179488,0.3581802884072981,0.20683337546685604,0.010437408450079327,0.06290386312434283,0.006855264877470688,0.06931085150303971,0.06931085150594977
0.86,32.823,0.27547627896915267,0.06283762865319856,0.06690604488654613,0.008467874501564382,0.013100955827652635,0.0006790715622023105,8.128441135063527e-05,0.0007603559735529457,0.04905760126334361,0.040508442350428595,0.053044733085340544,0.003987131821996934,0.008549158912915017,0.2192957895643555,0.355347373561866,0.20717577648941102,0.010226406257152112,0.06290214446855706,0.0068055006087473545,0.06927343925098119,0.06927343925380336
0.86,32.824,0.27547627896915267,0.06284333397256375,0.06678608248280067,0.008293616561984433,0.013100597800289942,0.0006790694884286632,7.960445530811455e-05,0.0007586739437367777,0.049063666683845146,0.0406904456665526,0.05292681073877395,0.0038631440549288035,0.008373221017292548,0.21927015035094344,0.3525097556995098,0.20751736333083887,0.01001505068848267,0.06290042545742627,0.00675763014736477,0.06923642495148256,0.06923642495421642
0.86,32.825,0.2754762789691526,0.0628490421587056,0.06666677920131824,0.008119040669647087,0.013100239698935352,0.0006790674142264845,7.792174919528364e-05,0.0007569891634217681,0.04906973504554376,0.04087277262670139,0.05280955033896111,0.0037398152934173534,0.00819696241884237,0.2192445046078269,0.34966753314251015,0.2078580820668042,0.009803349132978117,0.0628987060910352,0.006711697927048978,0.06919981002102063,0.06919981002366585
0.86,32.826,0.27547627896915267,0.06285475321144471,0.06654814805404438,0.007944153135831918,0.013099881523606029,0.0006790653395958087,7.623635455827386e-05,0.0007553016941540825,0.04907580634824287,0.04105541685785268,0.05269296483628427,0.0036171584880414012,0.008020389490390191,0.21921885234119323,0.34682080892527895,0.20819787812138943,0.009591309333768162,0.06289698636946629,0.006667747935464913,0.06916359587110783,0.06916359587366408
0.86,32.827,0.27547627896915267,0.06286046713062172,0.06643020208027751,0.007768960600206422,0.01309952327431799,0.0006790632645367851,7.45483360726479e-05,0.000753611600609433,0.049081880591766956,0.04123837165548788,0.052577067205350096,0.00349518661358314,0.00784350893627907,0.21919319355714273,0.3439696913197277,0.20853669627839783,0.00937893942769688,0.06289526629279646,0.006625823568617093,0.0691277839081961,0.06912778391066304
0.86,32.828,0.27547627896915267,0.06286618391609704,0.06631295434471653,0.007593470068382583,0.013099164951087759,0.0006790611890494155,7.285776190230004e-05,0.0007519189509517155,0.04908795777595986,0.04142162994567498,0.05246187044267705,0.003373912666717188,0.007666327830284883,0.21916752826171187,0.34111429443598096,0.20887448069402834,0.009166247990475936,0.06289354586110497,0.006585967479066056,0.0690923755335775,0.06909237553595476
0.86,32.829,0.27547627896915267,0.06287190356775092,0.06619641793547523,0.007417688954965743,0.013098806553931284,0.000679059113133907,7.116470411084931e-05,0.0007502238172447563,0.049094037900685734,0.04160518424160914,0.05234738756429919,0.0032533496636134585,0.007488853659076592,0.21914185646086137,0.3382547389109145,0.20921117491093463,0.008953244088442062,0.06289182507446846,0.006548221418808581,0.0690573721432899,0.06905737214557704
0.86,32.83,0.27547627896915267,0.06287762608548364,0.06608060596202942,0.0072416251330664145,0.013098448082864455,0.0006790570367902371,6.946923913480569e-05,0.0007485262759250428,0.04910012096582895,0.04178902659362773,0.05223363160323991,0.0031335106374109634,0.00731109437220122,0.21911617816047707,0.3353911527000949,0.20954672187398085,0.00873993733808618,0.06289010393296318,0.006512626077791389,0.06902277512801232,0.06902277513020924
0.86,32.831,0.27547627896915267,0.06288335146921535,0.06596553155313065,0.0070652869913992436,0.013098089537904468,0.0006790549600186549,6.777144832925209e-05,0.0007468264083479069,0.049106206971292234,0.04197314853156374,0.05212061560687827,0.0030144086355860383,0.007133058439728496,0.21909049336639996,0.33252367199111904,0.209881063947787,0.00852633797470575,0.06288838243667179,0.006479220919201655,0.0689885858729685,0.06898858587507488
0.86,32.832,0.2754762789691526,0.06288907971888608,0.06585120785467755,0.0068886835004121575,0.013097730919066068,0.000679052882819046,6.607141859983672e-05,0.0007451243014188828,0.04911229591700096,0.04215754099798897,0.052008352634192595,0.0028960567171916335,0.006954754919011995,0.21906480208435677,0.3296524422613115,0.2102141429362053,0.008312456931915846,0.06288666058566496,0.0064480440127915595,0.06895480575782952,0.06895480575984489
0.86,32.833,0.27547627896915267,0.06289481083445592,0.06573764802752269,0.006711824289049818,0.013097372226364038,0.0006790508051915549,6.436924313640383e-05,0.0007434200483279587,0.04911838780290033,0.042342194270714104,0.05189685575283069,0.0027784679499303633,0.006776193532186222,0.21903910432000853,0.3267776195056523,0.21054590010426302,0.008098305933947334,0.0628849383800137,0.00641913186761871,0.06892143615661078,0.0689214361585349
0.86,32.834,0.27547627896915267,0.06290054481590483,0.06562486524524407,0.00653471973428041,0.01309701345981513,0.0006790487271363352,6.266502226861376e-05,0.000741713749404949,0.04912448262895337,0.04252709787240435,0.05178613803602399,0.002661655407070619,0.006597384756549024,0.21901340007897824,0.3238993716688591,0.21087627620268512,0.007883897603292661,0.0628832158197985,0.006392519265711246,0.06888847843757474,0.06888847843940729
0.86,32.835,0.27547627896915267,0.06290628166323269,0.0655128726918733,0.006357381065871438,0.013096654619434126,0.000679046648653688,6.095886446730921e-05,0.0007400055131209973,0.04913058039514487,0.04271224046480612,0.05167621255931817,0.002545632164173299,0.006418339930338747,0.21898768936679025,0.321017880321315,0.2112052114953513,0.007669245586687839,0.0628814929050903,0.006368239098247107,0.06885593396313335,0.0688559339648743
0.86,32.836,0.27547627896915267,0.06291202137645946,0.06540168355956248,0.006179820489493357,0.013096295705237217,0.0006790445697433316,5.92508875210511e-05,0.0007382954572643826,0.04913668110147891,0.042897609724464505,0.05156709239706088,0.002430411295581969,0.006239071377014408,0.21896197218891192,0.31813334262828163,0.21153264579041287,0.00745436470313268,0.06287976963596684,0.006346322205904765,0.06882380408974766,0.06882380409139671
0.86,32.837,0.2754762789691526,0.06291776395562504,0.06529131104621343,0.0060020513320126,0.013095936717238365,0.0006790424904055199,5.754121992473325e-05,0.0007365837103302532,0.04914278474798115,0.04308319219604382,0.051458790618644806,0.002316005870663655,0.0060595925519373334,0.2189362485507141,0.31524597367398893,0.21185851847542025,0.00723927111859265,0.06287804601249514,0.006326797225099136,0.06879209016782674,0.06879209016938354
0.86,32.838,0.27547627896915267,0.06292350940078932,0.06518176835306146,0.005824088213740701,0.013095577655452143,0.0006790404106402696,5.583000252583258e-05,0.0007348704131661022,0.04914889133469691,0.04326897311843038,0.05135132028444321,0.0022024289497463018,0.005879918216266534,0.21891051845750392,0.3123560092170002,0.2121827685573777,0.007023982553113863,0.06287632203474518,0.006309690441823347,0.06876079354163098,0.06876079354309526
0.86,32.839,0.27547627896915267,0.06292925771203214,0.06507306868219959,0.005645947253566588,0.01309521851989475,0.0006790383304476043,5.411739048493988e-05,0.0007331557209325441,0.049155000861689786,0.04345493621763826,0.05124469444137229,0.002089693579682507,0.005700064644051528,0.218884781914545,0.30946370897158015,0.21250533470861158,0.006808518527477879,0.06287459770279472,0.006295025654801591,0.0687299155491719,0.0687299155505435
0.86,32.84,0.27547627896915267,0.06293500888945357,0.06496522523407047,0.005467646314562124,0.01309485931057967,0.0006790362498279485,5.24035556231157e-05,0.0007314398054510642,0.04916111332904594,0.0436410634588607,0.05113892611803973,0.0019778127889937894,0.00552004987018524,0.2188590389269938,0.3065693605364068,0.21282615531947152,0.006592900658522895,0.06287287301670855,0.006282824049600964,0.06869945752211186,0.06869945752339082
0.86,32.841,0.27547627896915267,0.06294076293317344,0.06485825120490438,0.005289205299513052,0.013094500027521641,0.0006790341687810553,5.068868924640501e-05,0.0007297228580274603,0.049167228736870745,0.04382733474811129,0.051034028319355274,0.0018667995824845282,0.005339893988759457,0.21883328949994732,0.303673284122018,0.2131451685595827,0.006377153014496475,0.06287114797655739,0.006273104085288359,0.06866942078566884,0.06866942078685469
0.86,32.842,0.27547627896915267,0.06294651984333177,0.06475215978410358,0.00511064650858397,0.01309414067073565,0.0006790320873072232,4.897300556419231e-05,0.0007280050928714155,0.0491733470852889,0.044013727571140734,0.05093001402049651,0.0017566669352076097,0.005159619514148162,0.21880753363844518,0.30077583827212456,0.2134623124493888,0.0061613025451194015,0.06286942258241321,0.006265881395061035,0.06863980665850915,0.06863980665960195
0.86,32.843,0.2754762789691527,0.06295227962008863,0.06464696415159789,0.004931995074726711,0.013093781240234645,0.000679030005406342,4.725674585057887e-05,0.0007262867512569209,0.04917946837444765,0.04420021655387036,0.05082689616010633,0.001647427785658677,0.00497925182057729,0.21878177134741855,0.29787742682846907,0.21377752494430124,0.005945379605129288,0.06286769683433818,0.006261168702176777,0.06861061645265867,0.0686106164536581
0.86,32.844,0.27547627896915267,0.06295804226362411,0.0645426774751373,0.004753279497071509,0.013093421736033515,0.0006790279230785397,4.554018354221148e-05,0.0007245681066207512,0.04918559260451206,0.04438677292389834,0.050724687632483036,0.001539095027970977,0.00479881968061372,0.2187560026317638,0.29497850746315024,0.2140907440348619,0.00572941859563934,0.06286597073240378,0.0062589757522738855,0.06858185147339538,0.06858185147430133
0.86,32.845,0.27547627896915267,0.06296380777413832,0.06443931290754841,0.004574532298708298,0.01309306215814607,0.0006790258403239415,4.3823630524939034e-05,0.0007228494708488805,0.04919171977566831,0.04457336384643507,0.05062340127855346,0.0014316815028851543,0.004618355929233237,0.21873022749629104,0.29207960220056634,0.21440190786665816,0.005513458755063696,0.06286424427667635,0.006259309263014986,0.0685535130191569,0.0685535130199692
0.86,32.846000000000004,0.2754762789691526,0.06296957615185163,0.06433688358394511,0.004395790843659328,0.01309270250658423,0.0006790237571426011,4.210744494189087e-05,0.0007211312020844919,0.0491978498881248,0.044759951599523576,0.050523049875276387,0.0013251999871515888,0.004437898288601219,0.21870444594570887,0.2891813104858035,0.21471095488554068,0.0052975451414532,0.06286251746721307,0.00626217289170972,0.06852560238143801,0.06852560238215671
0.86,32.847,0.2754762789691527,0.06297534739700432,0.06423540261888624,0.004217098359170201,0.013092342781365788,0.0006790216735346222,4.039204096380886e-05,0.000719413714498431,0.049203982942103916,0.044946492541969904,0.05042364612302203,0.0012196631809181166,0.00425749040013401,0.21867865798475136,0.28628432553739336,0.21501782401537153,0.005081729861702575,0.06286079030409936,0.0062675672213703985,0.06849812084469539,0.06849812084532018
0.86,32.848,0.27547627896915267,0.06298112150985678,0.06413488310350342,0.004038505225262416,0.013091982982499428,0.0006790195895000714,3.8677901113610944e-05,0.0007176974906136823,0.04921011893785728,0.045132935811481256,0.0503252026303903,0.0011150836925330199,0.004077183126376027,0.21865286361793804,0.2833894549747295,0.21532245487727011,0.0048660736221060215,0.062859062787377,0.006275489765350799,0.06847106968624264,0.06847106968677338
0.86,32.849000000000004,0.27547627896915267,0.06298689849068966,0.064035338102572,0.003860070615289656,0.013091623110000988,0.0006790175050391463,3.696559194548891e-05,0.0007159830969846353,0.04921625787564952,0.04531922166841437,0.05022773189558638,0.001011474019936863,0.0038970362072351453,0.2186270628498342,0.2804976470604726,0.21562478806418664,0.004650647700947214,0.06285733491712196,0.006285934990506828,0.06844445017616098,0.06844445017659792
0.86,32.85,0.27547627896915267,0.06299267833980353,0.06393678065155012,0.003681864602094609,0.013091263163882767,0.0006790154201515784,3.525578417369565e-05,0.0007142712043252741,0.04922239975576918,0.04550527936950088,0.050131246283342076,0.000908846527572893,0.0037171203862683046,0.2186012556848729,0.2776100243899741,0.215924765487443,0.004435536480905669,0.06285560669339332,0.006298894358497063,0.06841826357719594,0.06841826357753863
0.86,32.851,0.27547627896915267,0.06299846105751916,0.0638392237535669,0.003503970888114833,0.01309090314415857,0.0006790133348378114,3.35492787642806e-05,0.0007125626136020919,0.049228544578522784,0.045691024411643674,0.05003575799580624,0.0008072134172834589,0.0035375201668791136,0.218575442127453,0.27472792756117287,0.2162223308203903,0.0042208407316626055,0.06285387811625738,0.006314356384663648,0.06839251114466188,0.06839251114491025
0.86,32.852,0.27547627896915267,0.06300424664417761,0.06374268037637355,0.0033264903809392377,0.013090543050840205,0.0006790112490977521,3.184704110652443e-05,0.0007108582902042765,0.04923469234423966,0.0458763549221939,0.04994127903532907,0.00070658669108941,0.0033583374220457624,0.21854962218186347,0.2718529723673246,0.21651743007280283,0.004006681909015223,0.06285214918577077,0.006332306713617987,0.06836719412634001,0.06836719412649402
0.86,32.853,0.27547627896915267,0.06301003510013993,0.06364716344926029,0.003149545927514598,0.013090182883941108,0.0006790091629315192,3.0150246257075306e-05,0.0007091594091885946,0.04924084305326731,0.04606114687949563,0.04984782115613059,0.0006069781028632815,0.003179696173771673,0.21852379585235382,0.2689871255222751,0.21681001234454983,0.0037932078470495345,0.06285041990199805,0.006352728210527173,0.06834231376239128,0.06834231376245097
0.86,32.854,0.27547627896915267,0.06301582642578725,0.06355268585992158,0.002973288655475636,0.013089822643471812,0.0006790070763390267,2.8460339542422057e-05,0.0007074674158814488,0.04924699670597641,0.04624524771095835,0.049755395800568314,0.0005083990945919034,0.0030017489950180582,0.21849796314305536,0.2661328060908531,0.21710003082740342,0.003580600382548307,0.06284869026498978,0.006375601066819263,0.06831787128524879,0.06831787128521413
0.86,32.855,0.27547627896915267,0.063021620621521,0.06345926045128723,0.002797906571428111,0.01308946232944758,0.0006790049893206253,2.677911872937686e-05,0.0007057841080500022,0.0492531533027528,0.046428467612595316,0.049664014013789656,0.0004108607110368534,0.002824685690157488,0.218472124058112,0.2632930230178715,0.21738744415540623,0.0033690856928741057,0.06284696027481927,0.00640090291894675,0.06829386791952603,0.06829386791939701
0.86,32.856,0.27547627896915267,0.06302741768776278,0.06336690001832512,0.0026236363690481956,0.013089101941880217,0.0006790029018762622,2.510884686875968e-05,0.0007041117487450219,0.0492593128440063,0.04661056762808935,0.04957368632769988,0.000314373483693578,0.0026487452159169554,0.21844627860153717,0.2604715639946151,0.2176722182501648,0.0031589484928533154,0.06284522993154316,0.00642860897866449,0.06827030488192169,0.0682703048816985
0.86,32.857,0.2754762789691527,0.06303321762495427,0.06327561730480014,0.0024507798596894183,0.013088741480778295,0.0006790008140058432,2.3452409311009008e-05,0.0007024532233168522,0.04926547533017014,0.04679124306116971,0.04948442260070499,0.00021894727053485552,0.0024742322690004272,0.21842042677722381,0.2576732582560487,0.2179543288793634,0.002950551788938069,0.06284349923520263,0.0064586921732015246,0.06824718338112146,0.06824718338080374
0.86,32.858,0.27547627896915267,0.06303902043355745,0.063185424999994,0.002279727139197722,0.013088380946158369,0.0006789987257098044,2.1813535090060127e-05,0.0007008122607998645,0.04927164076168928,0.046970100087401497,0.04939623179303576,0.00012459103134648125,0.002301540674287782,0.21839456858913067,0.2549043471113649,0.218233765254559,0.0027443647315513794,0.06284176818587715,0.006491123293667282,0.06822450461770707,0.06822450461729503
0.86,32.859,0.27547627896915267,0.06304482611405444,0.06309633573539637,0.002110989671256383,0.01308802033802835,0.0006789966369876631,2.0197113061907404e-05,0.0006991937500495705,0.04927780913903843,0.04714662235472014,0.04930912164731845,3.1312508280020857e-05,0.0021311867843182906,0.21836870404099604,0.25217301306490797,0.21851053515843774,0.0025410023885358963,0.06284003678360474,0.006525871149950578,0.06820226978404927,0.06820226978354263
0.86,32.86,0.27547627896915267,0.06305063466694757,0.06300836208137418,0.001945248066334531,0.013087659656402075,0.0006789945478400106,1.8609648456604647e-05,0.0006976041962966152,0.04928398046270549,0.047320122747914355,0.049223098228675495,-6.0882234029994986e-05,0.001963857714791136,0.21834283313660036,0.24949014394742444,0.21878467234071672,0.002341283184042343,0.06283830502845178,0.006562902730466661,0.0681804800642321,0.06818048006363124
